# Airport database: IATA|ICAO|LAT|LON|CITY|NAME
# Source: OurAirports (public domain), scheduled-service
# large+medium airports. Add your own as extra lines.
MAQ|VTPM|16.6999|98.5451||Mae Sot Airport
MAR|SVMC|10.5575|-71.7293|Maracaibo|La Chinita International Airport
MAS|AYMO|-2.0619|147.424|Manus Island|Momote Airport
MAU|NTTP|-16.4265|-152.244||Maupiti Airport
MAZ|TJMZ|18.2557|-67.1485|Mayaguez|Eugenio Maria De Hostos Airport
MBA|HKMO|-4.0348|39.5942|Mombasa|Moi International Airport
MBD|FAMM|-25.7984|25.548|Mafeking|Mmabatho International Airport
MBE|RJEB|44.3039|143.404|Monbetsu|Monbetsu Airport
MBI|HTGW|-8.9199|33.274|Mbeya|Songwe Airport
MBJ|MKJS|18.5034|-77.9132|Montego Bay|Sangster International Airport
MBS|KMBS|43.5332|-84.0831|Freeland|MBS International Airport
MBT|RPVJ|12.3697|123.6301|Masbate|Moises R. Espinosa Airport
MBW|YMMB|-37.9778|145.0998|Melbourne|Melbourne Moorabbin Airport
MBX|LJMB|46.4799|15.6861|Maribor|Maribor Edvard Rusjan Airport
MCE|KMCE|37.2847|-120.514|Merced|Merced Regional Macready Field
MCG|PAMC|62.9529|-155.606|McGrath|McGrath Airport
MCI|KMCI|39.3017|-94.7139|Kansas City|Kansas City International Airport
MCK|KMCK|40.2078|-100.5928|McCook|McCook Ben Nelson Regional Airport
MCN|KMCN|32.6928|-83.6492|Macon|Middle Georgia Regional Airport
MCO|KMCO|28.4294|-81.309|Orlando|Orlando International Airport
MCP|SBMQ|0.0507|-51.0722|Macapa|Macapa - Alberto Alcolumbre International Airport
MCT|OOMS|23.6002|58.2853|Muscat/Seeb|Muscat International Airport
MCW|KMCW|43.1598|-93.3297|Mason City|Mason City Municipal Airport
MCX|URML|42.8168|47.6523|Makhachkala|Makhachkala Uytash International Airport
MCY|YBSU|-26.5933|153.0832|Maroochydore|Sunshine Coast Airport
MCZ|SBMO|-9.5126|-35.7918|Maceio|Zumbi dos Palmares International Airport
MDC|WAMM|1.5486|124.9262|Manado|Sam Ratulangi International Airport
MDE|SKRG|6.1645|-75.4231|Medellin|Jose Maria Cordova International Airport
MDG|ZYMD|44.5252|129.5686|Mudanjiang|Mudanjiang Hailang International Airport
MDI|DNMK|7.7039|8.6139|Makurdi|Makurdi Airport
MDK|FZEA|0.0226|18.2887|Mbandaka|Mbandaka Airport
MDL|VYMD|21.7022|95.9779|Mandalay|Mandalay International Airport
MDQ|SAZM|-37.9342|-57.5733|Mar del Plata|Astor Piazzola International Airport
MDT|KMDT|40.1928|-76.7623|Harrisburg|Harrisburg International Airport
MDU|AYMN|-6.1477|143.657|Mendi|Mendi Airport
MDW|KMDW|41.786|-87.7524|Chicago|Chicago Midway International Airport
MDZ|SAME|-32.8317|-68.7929|Mendoza|Governor Francisco Gabrielli International Airport
MEB|YMEN|-37.7281|144.902|Essendon Fields|Melbourne Essendon Airport
MEC|SEMT|-0.9461|-80.6788|Manta|Eloy Alfaro International Airport
MED|OEMA|24.5534|39.7051|Medina|Prince Mohammad Bin Abdulaziz Airport
MEE|NWWR|-21.4824|168.0385|Mare|Mare Airport
MEG|FNMA|-9.5251|16.3124|Malanje|Malanje Airport
MEH|ENMH|71.0297|27.8267|Mehamn|Mehamn Airport
MEI|KMEI|32.3326|-88.7519|Meridian|Key Field / Meridian Regional Airport
MEL|YMML|-37.6707|144.8379|Melbourne|Melbourne Airport
MEM|KMEM|35.0438|-89.9763|Memphis|Frederick W. Smith International Airport
MEQ|WITC|4.041|96.2533|Kuala Pesisir|Cut Nyak Dhien Airport
MEX|MMMX|19.4358|-99.0703|Mexico City|Mexico City Benito Juarez International Airport
MFE|KMFE|26.1761|-98.238|McAllen|McAllen Miller International Airport
MFK|RCMT|26.2241|120.0027|Matsu (Beigan)|Matsu Beigan Airport
MFM|VMMC|22.1496|113.592|Nossa Senhora do Carmo|Macau International Airport
MFR|KMFR|42.3742|-122.873|Medford|Rogue Valley International-Medford Airport
MFU|FLMF|-13.2589|31.9366|Mfuwe|Mfuwe International Airport
MGA|MNMG|12.1415|-86.1682|Managua|Augusto C. Sandino (Managua) International Airport
MGB|YMTG|-37.7444|140.7806|Mount Gambier|Mount Gambier Airport
MGC|KMGC|41.7033|-86.8212|Michigan City|Michigan City Municipal Airport
MGF|SBMG|-23.4761|-52.0162|Maringa|Regional de Maringa - Silvio Name Junior Airport
MGH|FAMG|-30.8574|30.343|Margate|Margate Airport
MGM|KMGM|32.3006|-86.394|Montgomery|Montgomery Regional (Dannelly Field) Airport
MGQ|HCMM|2.0144|45.3047|Mogadishu|Aden Adde International Airport
MGW|KMGW|39.6433|-79.9176|Morgantown|Morgantown Municipal Airport Walter L. (Bill) Hart Field
MGZ|VYME|12.4398|98.6215|Mkeik|Myeik Airport
MHD|OIMM|36.2348|59.6429|Mashhad|Mashhad International Airport
MHG|EDFM|49.4731|8.5142|Mannheim|Mannheim-City Airport
MHH|MYAM|26.5107|-77.0843|Marsh Harbour|Leonard M. Thompson International Airport
MHK|KMHK|39.141|-96.6708|Manhattan|Manhattan Regional Airport
MHQ|EFMA|60.1222|19.8982|Mariehamn|Mariehamn Airport
MHT|KMHT|42.9326|-71.4357|Manchester|Manchester-Boston Regional Airport
MHU|YHOT|-37.0475|147.334|Mount Hotham|Mount Hotham Airport
MIA|KMIA|25.796|-80.2898|Miami|Miami International Airport
MID|MMMD|20.9305|-89.6455|Merida|Manuel Crescencio Rejon International Airport
MIG|ZUMY|31.4281|104.741|Mianyang (Fucheng)|Mianyang Nanjiao Airport
MII|SBML|-22.1969|-49.9265|Marilia|Frank Miloye MilenkowichiMarilia State Airport
MIM|YMER|-36.9086|149.901|Merimbula|Merimbula Airport
MIR|DTMB|35.7581|10.7547|Monastir|Monastir Habib Bourguiba International Airport
MIU|DNMA|11.8542|13.0807|Maiduguri|Maiduguri International Airport
MJF|ENMS|65.784|13.2149|Mosjen|Mosjen Airport, Kjrstad
MJI|HLLM|32.8918|13.2879|Tripoli|Mitiga International Airport
MJK|YSHK|-25.8973|113.5758|Denham|Shark Bay Airport
MJM|FZWA|-6.1212|23.569|Mbuji Mayi|Mbuji Mayi Airport
MJN|FMNM|-15.6668|46.3512|Mahajanga|Amborovy Airport
MJT|LGMT|39.0574|26.5986|Mytilene|Mytilene International Airport
MJZ|UERR|62.5347|114.039|Mirny|Mirny Airport
MKE|KMKE|42.9472|-87.8966|Milwaukee|General Mitchell International Airport
MKG|KMKG|43.1695|-86.2382|Muskegon|Muskegon County Airport
MKK|PHMK|21.1529|-157.096|Kaunakakai|Molokai Airport
MKL|KMKL|35.5999|-88.9156|Jackson|McKellar-Sipes Regional Airport
MKM|WBGK|2.8819|112.0433|Mukah|Mukah Airport
MKP|NTGM|-16.5839|-143.658|Makemo|Makemo Airport
MKQ|WAKK|-8.5239|140.4197|Merauke|Mopah International Airport
MKR|YMEK|-26.6117|118.548||Meekatharra Airport
MKU|FOOK|0.5792|12.8909|Makokou|Makokou Airport
MKW|WAUU|-0.8918|134.049|Manokwari|Rendani Airport
MKY|YBMK|-21.1708|149.1826|Mackay|Mackay Airport
MKZ|WMKM|2.2656|102.2528|Malacca|Malacca International Airport
MLA|LMML|35.8459|14.4915|Valletta|Malta International Airport
MLB|KMLB|28.102|-80.6411|Melbourne|Melbourne Orlando International Airport
MLE|VRMM|4.1918|73.5291|Male|Velana International Airport
MLG|WARA|-7.9291|112.7142|Malang|Abdul Rachman Saleh Airport
MLI|KMLI|41.4485|-90.5075|Moline|Quad City International Airport
MLM|MMMM|19.8499|-101.025|Morelia|General Francisco J. Mujica International Airport
MLN|GEML|35.2798|-2.9563|Melilla|Melilla Airport
MLU|KMLU|32.5109|-92.0377|Monroe|Monroe Regional Airport
MLW|GLMR|6.2891|-10.7587|Monrovia|Spriggs Payne Airport
MLX|LTAT|38.4353|38.091|Malatya|Malatya Erhac Airport
MMB|RJCM|43.8806|144.164|Ozora|Memanbetsu Airport
MMD|ROMD|25.8465|131.263|Minamidaito|Minamidaito Airport
MME|EGNV|54.5092|-1.4294|Darlington, Durham|Teesside International Airport
MMG|YMOG|-28.1161|117.842||Mount Magnet Airport
MMH|KMMH|37.6254|-118.8431|Mammoth Lakes|Mammoth Yosemite Airport
MMJ|RJAF|36.1668|137.923|Matsumoto|Shinshu-Matsumoto Airport
MMK|ULMM|68.7817|32.7508|Murmansk|Emperor Nicholas II Murmansk Airport
MMO|GVMA|15.1559|-23.2137|Vila do Maio|Maio Airport
MMX|ESMS|55.5356|13.3763|Malmo|Malmo Sturup Airport
MMY|ROMY|24.7828|125.295|Miyakojima|Miyako Airport
MNC|FQNC|-14.4882|40.7122|Nacala|Nacala International Airport
MNG|YMGD|-12.0561|134.234|Maningrida|Maningrida Airport
MNI|TRPG|16.7918|-62.1932|Gerald's Park|John A. Osborne Airport
MNJ|FMSM|-21.2018|48.3583|Mananjary|Mananjary Airport
MNL|RPLL|14.5086|121.02|Manila (Pasay)|Ninoy Aquino International Airport
MNX|SBMY|-5.8114|-61.2783|Manicore|Manicore Airport
MOB|KMOB|30.6912|-88.2428|Mobile|Mobile Regional Airport
MOC|SBMK|-16.7069|-43.8189|Montes Claros|Mario Ribeiro Airport
MOG|VYMS|20.5168|99.2568|Mong Hsat|Mong Hsat Airport
MOL|ENML|62.7447|7.2625|Ar|Molde Airport, Ar
MOQ|FMMV|-20.2847|44.3176|Morondava|Morondava Airport
MOT|KMOT|48.258|-101.2791|Minot|Minot International Airport
MOV|YMRB|-22.0578|148.077|Moranbah|Moranbah Airport
MOZ|NTTM|-17.4898|-149.7618|Moorea-Maiao|Moorea Temae Airport
MPA|FYKM|-17.6343|24.1767|Mpacha|Katima Mulilo Airport
MPH|RPVE|11.9245|121.954|Caticlan|Godofredo P. Ramos Airport
MPL|LFMT|43.5762|3.963|Montpellier/Mediterranee|Montpellier-Mediterranee Airport
MPM|FQMA|-25.9208|32.5726|Maputo|Maputo Airport
MPN|EGYP|-51.8226|-58.4458|Mount Pleasant|Mount Pleasant Airport / RAF Mount Pleasant
MPW|UKCM|47.0761|37.4496|Mariupol|Mariupol International Airport
MPY|SOOA|3.6559|-54.0394|Maripasoula|Maripasoula Airport
MQF|USCM|53.392|58.7552|Magnitogorsk|Magnitogorsk International Airport
MQJ|UEMA|66.4509|143.2616|Khonuu|Moma Airport
MQL|YMIA|-34.2292|142.086|Mildura|Mildura Airport
MQM|LTCR|37.2233|40.6317|Mardin|Mardin Airport
MQN|ENRA|66.3639|14.3014|Mo i Rana|Mo i Rana Airport, Rssvoll
MQP|FAKN|-25.3833|31.1053|Mbombela|Kruger Mpumalanga International Airport
MQS|TVSM|12.8879|-61.1802|Lovell|Mustique Airport
MQT|KSAW|46.3515|-87.3959|Gwinn|Marquette/Sawyer International Airport
MQX|HAMK|13.4674|39.5335|Mekele|Mekele Alula Aba Nega Airport
MRE|HKMS|-1.4046|35.0083|Serena|Mara Serena Lodge Airstrip
MRI|PAMR|61.2128|-149.844|Anchorage|Merrill Field
MRS|LFML|43.4381|5.2125|Marignane, Bouches-du-Rhone|Marseille Provence Airport
MRU|FIMP|-20.4302|57.6836|Plaine Magnien|Sir Seewoosagur Ramgoolam International Airport
MRV|URMM|44.2251|43.0819|Mineralnyye Vody|Mineralnye Vody Airport
MRX|OIAM|30.5562|49.1519|Mahshahr|Mahshahr Airport
MRY|KMRY|36.5868|-121.8442|Monterey|Monterey Regional Airport
MRZ|YMOR|-29.4989|149.845|Moree|Moree Airport
MSJ|RJSM|40.7032|141.368|Misawa|Misawa Airport / Misawa Air Base
MSL|KMSL|34.7451|-87.613|Muscle Shoals|Northwest Alabama Regional Airport
MSN|KMSN|43.1399|-89.3375|Madison|Dane County Regional Truax Field
MSO|KMSO|46.9158|-114.0911|Missoula|Missoula Montana Airport
MSP|KMSP|44.8801|-93.2217|Minneapolis|MinneapolisSaint Paul International Airport / WoldChamberlain Field
MSQ|UMMS|53.8881|28.04|Minsk|Minsk National Airport
MSR|LTCK|38.7478|41.6612|Mus|Mus Airport
MSS|KMSS|44.9362|-74.8443|Massena|Massena International Airport Richards Field
MST|EHBK|50.9111|5.7694|Maastricht|Maastricht Aachen Airport
MSU|FXMM|-29.4563|27.5545|Maseru(Mazenod)|Moshoeshoe I International Airport
MSY|KMSY|29.9934|-90.2647|New Orleans|Louis Armstrong New Orleans International Airport
MSZ|FNMO|-15.2612|12.1468|Mocamedes|Welwitschia Mirabilis International Airport
MTJ|KMTJ|38.5098|-107.894|Montrose|Montrose Regional Airport
MTR|SKMR|8.8237|-75.8258|Monteria|Los Garzones Airport
MTT|MMMT|18.1034|-94.5807|Cosoleacaque|Minatitlan/Coatzacoalcos International Airport
MTY|MMMY|25.7785|-100.107|Monterrey|Monterrey International Airport
MUA|AGGM|-8.328|157.263|Munda|Munda Airport
MUB|FBMN|-19.9705|23.4314|Maun|Maun International Airport
MUC|EDDM|48.3538|11.7861|Munich|Munich Airport
MUE|PHMU|20.0013|-155.668|Waimea (Kamuela)|Waimea Kohala Airport
MUH|HEMM|31.3243|27.2223|Marsa Matruh|Mersa Matruh International Airport
MUN|SVMT|9.749|-63.1533|Maturin|Jose Tadeo Monagas International Airport
MUR|WBGM|4.1787|114.3303|Marudi|Marudi Airport
MUX|OPMT|30.2032|71.4191|Multan|Multan International Airport
MVB|FOON|-1.6562|13.438|Franceville|M'Vengue El Hadj Omar Bongo Ondimba International Airport
MVD|SUMU|-34.8356|-56.0265|Ciudad de la Costa|Carrasco General Cesareo L. Berisso International Airport
MVF|SBMS|-5.2019|-37.3643|Mossoro|Dix-Sept Rosado Airport
MVP|SKMU|1.2537|-70.2339|Mitu|Fabio Alberto Leon Bentley Airport
MVQ|UMOO|53.9549|30.0951|Mogilev|Mogilev Airport
MVR|FKKL|10.4514|14.2574|Maroua|Salak Airport
MVT|NTGV|-14.8681|-148.717||Mataiva Airport
MWA|KMWA|37.7512|-89.0166|Marion|Veterans Airport of Southern Illinois
MWL|KMWL|32.7816|-98.0602|Mineral Wells|Mineral Wells Regional Airport
MWX|RKJB|34.9914|126.3828|Muan (Piseo-ri)|Muan International Airport
MWZ|HTMW|-2.4466|32.936|Mwanza|Mwanza International Airport
MXL|MMML|32.6306|-115.2428|Mexicali|General Rodolfo Sanchez Taboada International Airport
MXP|LIMC|45.6306|8.7281|Ferno (VA)|Milan Malpensa International Airport
MXV|ZMMN|49.6637|100.1|Moron|Moron Airport
MXX|ESKM|60.9579|14.5114|Mora|Mora Airport
MYA|YMRY|-35.8978|150.144|Moruya|Moruya Airport
MYD|HKML|-3.2293|40.1017|Malindi|Malindi International Airport
MYE|RJTQ|34.0736|139.56|Miyakejima|Miyakejima Airport
MYG|MYMM|22.3795|-73.0135|Abraham Bay Settlement|Mayaguana Airport
MYJ|RJOM|33.8269|132.7001|Matsuyama|Matsuyama Airport
MYL|KMYL|44.8888|-116.1011|McCall|McCall Municipal Airport
MYP|UTAM|37.6235|61.8957|Mary|Mary International Airport
MYQ|VOMY|12.2298|76.6537|Mysore|Mysore Airport
MYR|KMYR|33.6797|-78.9283|Myrtle Beach|Myrtle Beach International Airport
MYT|VYMK|25.3836|97.3519|Myitkyina|Myitkyina Airport
MYU|PAMY|60.3723|-166.2698|Mekoryuk|Mekoryuk Airport
MYW|HTMT|-10.3362|40.182|Mtwara|Mtwara Airport
MYY|WBGR|4.322|113.987|Miri|Miri Airport
MZG|RCQC|23.5687|119.628|Huxi|Penghu Magong Airport
MZI|GAMB|14.5128|-4.0796|Sevare|Mopti Airport
MZL|SKMZ|5.0296|-75.4647|Manizales|La Nubia Airport
MZO|MUMZ|20.2886|-77.0875|Manzanillo|Sierra Maestra International Airport
MZQ|FAMU|-27.6261|32.0443|Mkuze|Mkuze Airport
MZR|OAMS|36.7041|67.2105|Mazar-i-Sharif|Mazar-i-Sharif International Airport
MZS|VIMB|28.8175|78.9219|Moradabad|Moradabad Airport
MZT|MMMZ|23.1628|-106.2645|Mazatlan|General Rafael Buelna International Airport
MZV|WBMU|4.0483|114.805|Mulu|Mulu Airport
MZW|DAAY|33.5359|-0.2424|Mecheria|Mecheria Airport
NAA|YNBR|-30.3192|149.827|Narrabri|Narrabri Airport
NAG|VANP|21.0922|79.0472|Nagpur|Dr. Babasaheb Ambedkar International Airport
NAH|WAMH|3.6848|125.5272|Tabukan Utara, Sangihe Islands|Naha Airport
NAJ|UBBN|39.1888|45.4584|Nakhchivan|Nakhchivan International Airport
NAL|URMN|43.5129|43.6366|Nalchik|Nalchik Airport
NAM|WAPN|-3.1432|126.9765|Namniwel|Namniwel Airport
NAN|NFFN|-17.7618|177.4378|Nadi|Nadi International Airport
NAP|LIRN|40.886|14.2908|Napoli|Naples International Airport
NAQ|BGQQ|77.4886|-69.3887|Qaanaaq|Qaanaaq Airport
NAS|MYNN|25.039|-77.4662|Nassau|Lynden Pindling International Airport
NAT|SBSG|-5.7698|-35.3666|Natal|Rio Grande do Norte/Sao Goncalo do AmaranteGovernador Aluizio Alves International Airport
NAV|LTAZ|38.7719|34.5345|Nevsehir|Nevsehir Kapadokya Airport
NAW|VTSC|6.5199|101.743||Narathiwat Airport
NBC|UWKE|55.5647|52.0925|Nizhnekamsk|Begishevo Airport
NBE|DTNH|36.0758|10.4386|Enfidha|Enfidha - Hammamet International Airport
NBJ|FNBJ|-9.0507|13.4991|Luanda (Icolo e Bengo)|Dr. Antonio Agostinho Neto International Airport
NBO|HKJK|-1.3189|36.9282|Nairobi|Jomo Kenyatta International Airport
NBS|ZYBS|42.0669|127.6022|Baishan|Changbaishan Airport
NCA|MBNC|21.9161|-71.943|North Caicos|North Caicos Airport
NCE|LFMN|43.6584|7.2159|Nice, Alpes-Maritimes|Nice-Cote d'Azur Airport
NCL|EGNT|55.038|-1.6896|Newcastle upon Tyne, Tyne and Wear|Newcastle International Airport
NCU|UZNN|42.4884|59.6233|Nukus|Nukus International Airport
NCY|LFLP|45.9289|6.0987|Annecy|Annecy Meythet airport
NDB|GQPP|20.9324|-17.0302|Nouadhibou|Nouadhibou International Airport
NDC|VAND|19.1833|77.3167|Nanded|Nanded Airport
NDG|ZYQQ|47.23|123.9142|Qiqihar|Qiqihar Sanjiazi Airport
NDJ|FTTJ|12.1337|15.034|N'Djamena|N'Djamena International Airport
NDR|GMMW|34.9888|-3.0282|Al Aaroui|Nador Al Aaroui International Airport
NDU|FYRU|-17.9565|19.7194|Rundu|Rundu Airport
NEC|SAZO|-38.4907|-58.8163|Necochea|Necochea Airport
NER|UELL|56.9139|124.914|Neryungri|Chulman Airport
NEV|TKPN|17.2057|-62.5899|Charlestown|Vance W. Amory International Airport
NGB|ZSNB|29.8267|121.462|Ningbo|Ningbo Lishe International Airport
NGE|FKKN|7.357|13.5592|N'Gaoundere|N'Gaoundere Airport
NGO|RJGG|34.8584|136.805|Tokoname|Chubu Centrair International Airport
NGQ|ZUAL|32.0979|80.054|Shiquanhe|Ngari Gunsa Airport
NGS|RJFU|32.9169|129.914|Nagasaki|Nagasaki Airport
NHV|NTMD|-8.7956|-140.229|Nuku Hiva|Nuku Hiva Airport
NIM|DRRN|13.4815|2.1836|Niamey|Diori Hamani International Airport
NJC|USNN|60.9493|76.4836|Nizhnevartovsk|Nizhnevartovsk Airport
NJF|ORNI|31.9911|44.405|Najaf|Al Najaf International Airport
NKC|GQNO|18.31|-15.9697|Nouakchott|NouakchottOumtounsy International Airport
NKG|ZSNJ|31.735|118.8659|Nanjing|Nanjing Lukou International Airport
NKM|RJNA|35.2558|136.9241|Nagoya|Nagoya Airport / JASDF Komaki Air Base
NKT|LTCV|37.3647|42.0582|Srnak|Srnak Serafettin Elci Airport
NLA|FLSK|-12.9651|28.5156|Ndola|Simon Mwansa Kapwepwe International Airport
NLD|MMNL|27.4439|-99.5705|Nuevo Laredo|Quetzalcoatl International Airport
NLH|ZPNL|27.5403|100.7593|Ninglang|Ninglang Luguhu Airport
NLI|UHNN|53.155|140.65|Nikolayevsk-na-Amure Airport|Nikolayevsk-na-Amure Airport
NLK|YSNF|-29.0418|167.9395|Burnt Pine|Norfolk Island International Airport
NLT|ZWNL|43.4318|83.3786|Xinyuan|Xinyuan Nalati Airport
NLU|MMSM|19.7438|-99.0151|Mexico City|Felipe Angeles International Airport
NMA|UZFN|40.9846|71.5578|Namangan|Namangan International Airport
NMF|VRDA|5.8174|73.4684|Noonu Atoll|Maafaru International Airport
NMI|VANM|18.9846|73.0653|Navi Mumbai|Navi Mumbai International Airport
NNG|ZGNN|22.5981|108.1819|Nanning (Jiangnan)|Nanning Wuxu International Airport
NNM|ULAM|67.64|53.1219|Naryan Mar|Naryan Mar Airport
NNT|VTCN|18.8079|100.783||Nan Airport
NOB|MRNS|9.9765|-85.653|Nicoya|Nosara Airport
NOC|EIKN|53.9104|-8.817|Charlestown|Ireland West Airport Knock
NOJ|USRO|63.1833|75.27|Noyabrsk|Noyabrsk Airport
NOP|LTCM|42.0183|35.0718|Sinop|Sinop Airport
NOS|FMNN|-13.3121|48.3148|Nosy Be|Nosy Be International Airport
NOU|NWWW|-22.0146|166.213|Noumea (La Tontouta)|La Tontouta International Airport
NOV|FNHU|-12.8089|15.7605|Huambo|Albano Machado Airport
NOZ|UNWW|53.8114|86.8772|Novokuznetsk|Spichenkovo Airport
NPE|NZNR|-39.4658|176.87|Napier|Hawke's Bay Airport
NPL|NZNP|-39.0086|174.179|New Plymouth|New Plymouth Airport
NPO|WIOG|-0.3486|111.7462|Nanga Pinoh-Borneo Island|Nanga Pinoh Airport
NPT|KUUU|41.5322|-71.281|Newport|Newport State Airport
NQN|SAZN|-38.949|-68.1557|Neuquen|Presidente Peron International Airport
NQY|EGHQ|50.4406|-4.9954|Newquay|Cornwall Airport Newquay
NQZ|UACC|51.027|71.4671|Astana|Nursultan Nazarbayev International Airport
NRA|YNAR|-34.7022|146.512|Narrandera|Narrandera Airport
NRK|ESSP|58.5863|16.2506|Norrkoping|Norrkoping Airport
NRN|EDLV|51.6014|6.1412|Weeze|Weeze (Niederrhein) Airport
NRR|TJRV|18.2473|-65.6398|Ceiba|Jose Aponte de la Torre Airport
NRT|RJAA|35.7686|140.3887|Narita|Narita International Airport
NSH|OINN|36.6643|51.4627|Nowshahr|Nowshahr Airport
NSI|FKYS|3.7226|11.5533|Yaounde|Yaounde Nsimalen International Airport
NSK|UOOO|69.308|87.3259|Norilsk|Alykel International Airport
NSN|NZNS|-41.2967|173.2243|Nelson|Nelson Airport
NST|VTSF|8.5396|99.9447|Nakhon Si Thammarat|Nakhon Si Thammarat Airport
NTE|LFRS|47.1532|-1.6107|Nantes|Nantes Atlantique Airport
NTG|ZSNT|32.0736|120.9801|Nantong (Tongzhou)|Nantong Xingdong International Airport
NTL|YWLM|-32.7961|151.835|Williamtown|Newcastle Airport
NTN|YNTN|-17.6841|141.0697|Normanton|Normanton Airport
NTQ|RJNW|37.2931|136.962|Wajima|Noto Satoyama Airport
NTX|WIDO|3.9087|108.388|Ranai-Natuna Besar Island|Ranai Airport
NUE|EDDN|49.4987|11.0781|Nuremberg|Nuremberg Airport
NUI|PAQT|70.21|-151.006|Nuiqsut|Nuiqsut Airport
NUM|OENN|27.9243|35.2936|Sharma|Neom Bay Airport
NUX|USMU|66.0694|76.5203|Novy Urengoy|Novy Urengoy Airport
NVA|SKNV|2.9501|-75.294|Neiva|Benito Salas Airport
NVI|UZSA|40.1176|65.1727|Navoi|Navoi International Airport
NVT|SBNF|-26.8794|-48.651|Navegantes|Ministro Victor Konder International Airport
NWI|EGSH|52.6758|1.2828|Norwich, Norfolk|Norwich Airport
NYA|USHN|62.11|65.615|Nyagan|Nyagan Airport
NYI|DGSN|7.3618|-2.3288|Sunyani|Sunyani Airport
NYK|HKNL|-0.0624|37.0413|Gathiuru|Nanyuki Civil Airport
NYM|USMM|65.4809|72.6989|Nadym|Nadym Airport
NYO|ESKN|58.7897|16.9115|Nykoping|Stockholm Skavsta Airport
NYT|VYNT|19.6235|96.201|Naypyitaw|Nay Pyi Taw International Airport
NZC|SPZA|-14.854|-74.9615|Nazca|Maria Reiche Neuman Airport
NZH|ZBMZ|49.5667|117.33|Manzhouli|Manzhouli Xijiao Airport
NZL|ZBZL|47.8659|122.7687|Zhalantun|Zhalantun Genghis Khan Airport
OAJ|KOAJ|34.8292|-77.6121|Richlands|Albert J Ellis Airport
OAK|KOAK|37.7201|-122.2212|Oakland|Oakland San Francisco Bay Airport
OAX|MMOX|16.9988|-96.7261|Oaxaca|Xoxocotlan International Airport
OBO|RJCB|42.7333|143.217|Obihiro|Tokachi-Obihiro Airport
OCC|SECO|-0.4629|-76.9868|Coca|Francisco De Orellana Airport
OCE|KOXB|38.3104|-75.124|Ocean City|Ocean City Municipal Airport
OCJ|MKBS|18.4041|-76.9698|Boscobel|Ian Fleming International Airport
OCS|FGCO|0.9109|9.3303|Corisco Island|Corisco International Airport
ODB|LEBA|37.842|-4.8489|Cordoba|Cordoba Airport
ODE|EKOD|55.4753|10.3272|Odense|Odense Hans Christian Andersen Airport
OEC|WPOC|-9.1984|124.3379|Oecussi-Ambeno|Oecusse Route of the Sandalwood International Airport
OER|ESNO|63.4083|18.99|Ornskoldsvik|Ornskoldsvik Airport
OGD|KOGD|41.1959|-112.012|Ogden|Ogden Hinckley Airport
OGG|PHOG|20.8963|-156.4318|Kahului|Kahului International Airport
OGL|SYEC|6.8059|-58.1077|Ogle|Eugene F. Correia International Airport
OGN|ROYN|24.4673|122.9798|Yonaguni|Yonaguni Airport
OGS|KOGS|44.6819|-75.4655|Ogdensburg|Ogdensburg International Airport
OGU|LTCB|40.9669|38.086|Ordu|OrduGiresun Airport
OGX|DAUU|31.9172|5.4128|Ouargla|Ain Beida Airport
OGZ|URMO|43.2051|44.6066|Beslan|Vladikavkaz Beslan International Airport
OHD|LWOH|41.18|20.7423|Ohrid|Ohrid St. Paul the Apostle Airport
OHE|ZYMH|52.9169|122.4228|Mohe|Mohe Gulian Airport
OHO|UHOO|59.4101|143.0565|Okhotsk|Okhotsk Airport
OHS|OOSH|24.386|56.6254|Suhar|Suhar International Airport
OIM|RJTO|34.782|139.36|Izu Oshima|Oshima Airport
OIR|RJEO|42.0717|139.433|Okushiri Island|Okushiri Airport
OIT|RJFO|33.4794|131.737|Oita|Oita Airport
OKA|ROAH|26.1924|127.6398|Naha|Naha International Airport
OKC|KOKC|35.3934|-97.5982|Oklahoma City|OKC Will Rogers World Airport
OKD|RJCO|43.1174|141.3813|Sapporo|Sapporo Okadama Airport
OKE|RJKB|27.4316|128.7056|Wadomari|Okinoerabu Airport
OKI|RJNO|36.1784|133.3236|Okinoshima|Oki Global Geopark Airport
OKJ|RJOB|34.7569|133.855|Okayama|Okayama Momotaro Airport
OKL|WAJO|-4.9071|140.6277|Oksibil|Oksibil Airport
OKY|YBOK|-27.4093|151.7367||Oakey Army Aviation Centre
OLA|ENOL|63.6989|9.604|rland|rland Airport
OLB|LIEO|40.899|9.5185|Olbia (SS)|Olbia Costa Smeralda Airport
OLF|KOLF|48.0945|-105.575|Wolf Point|L M Clayton Airport
OLM|KOLM|46.9694|-122.903|Olympia|Olympia Regional Airport
OLZ|UEMO|60.4018|120.4761|Olyokminsk|Olyokminsk Airport
OMA|KOMA|41.3032|-95.8941|Omaha|Eppley Airfield
OMD|FYOG|-28.5853|16.4464|Oranjemund|Oranjemund Airport
OME|PAOM|64.5122|-165.445|Nome|Nome Airport
OMH|OITR|37.6681|45.0687|Urmia|Urmia Airport
OMN|UZTZ|40.014|68.411|Zomin|Zomin Airport
OMO|LQMO|43.2825|17.8461|Mostar|Mostar International Airport
OMR|LROD|47.0253|21.9025|Oradea|Oradea International Airport
OMS|UNOO|54.9631|73.3124|Omsk|Omsk Central Airport
